f00011,f00012,f1434506,f1322610,f1322606,f1332110,f1332106,f1476310,f1416806,f0679510,f0679506
22,105,38957,37454,32931,21.7,24.9,26.4,25.6,9.1,4.4
22,107,27157,26976,22934,33.3,36.3,33.6,29.9,14.5,7.1
22,109,48437,47847,42767,18.3,18.3,27.7,25.2,5.6,3
22,111,38930,36863,33709,21,20.8,28.6,33.5,8.6,3.9
22,113,42693,43498,33781,17.5,18.9,26.9,31,7.2,3.4
22,115,42554,43752,36072,13.5,18.6,25.1,33.8,7.3,3.6
22,117,30363,30950,26778,26.8,27.5,28.5,24.3,9.9,5.2
22,119,35999,35861,33159,22.6,22.3,27.7,24.8,8.2,3.9
22,121,47298,46783,40517,15,17.1,22.3,24.3,8.1,3.7
22,123,33901,32143,29463,22.6,23.5,30.7,31.2,16.1,5.8
22,125,43411,48917,44323,20.9,21.7,21.1,26.1,8.3,4.5
22,127,32039,33447,31160,23.9,25.1,28.8,24.9,8.5,4
23,001,44470,41831,39537,14.6,15.7,14.3,9.7,8.4,4.6
23,003,36574,36344,33040,14,16.8,17.6,14.8,9.9,6.5
23,005,55658,57424,51474,10.3,9.9,13.4,11.2,6.5,3.4
23,007,39831,39034,36753,15.6,13.9,15.5,14.2,10.1,5.7
23,009,47533,41106,41579,14,12.4,18.1,18,9,5.3
23,011,45973,44725,43221,11.7,12.5,13.1,10.6,7.6,4.4
23,013,45264,42593,42446,13.7,12.6,17.3,14.3,7.5,4.2
23,015,47678,45520,43908,12.7,11.7,15.9,19.5,7.3,4.3
23,017,39748,38789,35804,15,14.9,16.5,11.6,10.4,5.7
23,019,42658,42602,39483,16,15.3,14.9,13.7,8.7,4.9
23,021,34016,34420,32558,16.6,16.6,15.6,14.4,11.6,6.6
23,023,55486,52071,48686,10.5,11.1,12.5,12,6.8,4
23,025,36647,36249,35319,18.6,16.3,16,14.1,11.2,6.7
23,027,41312,37986,41707,15.6,15.6,17.6,14,9.1,5.2
23,029,34859,32847,31563,19.4,19.6,20,15.2,11.5,7.4
23,031,55008,54076,50893,10.3,8.5,13.4,11.4,7.8,3.9
24,001,37747,37083,34483,17.1,14.9,15.3,16.4,9.3,5.7
24,003,83456,80908,78389,6.6,4.8,12.2,14.9,7.1,3.3
24,005,63959,62300,59864,8.2,8,14.4,16.9,8.3,4
24,009,90838,86536,83219,6.2,4.4,10.6,13.2,6.6,3.2
24,011,58799,55480,45743,13,11,20,20.1,9.9,4.3
24,013,81621,80291,73761,5.4,4,10.7,13.9,7.2,3.2
24,015,64886,61506,56983,10.5,7.8,13.1,13.1,10.2,4.4
24,017,88825,83078,78347,6.2,6.2,12,13.3,6.6,3.2
24,019,45151,39630,39106,16.2,14.3,16.6,17.1,11.2,5.7
24,021,81686,80216,73765,5.6,4.5,11.6,14.9,6.9,3.1
24,023,45760,43637,39616,15.1,11.7,19,21.1,8.5,5
24,025,77010,71848,69253,6.9,4.7,11.3,13.5,8,3.6
24,027,103273,100992,93349,5.2,4.3,10.4,16.1,5.7,2.9
24,029,50141,49017,46525,14.2,10.3,17.7,21.9,8.8,4
24,031,93373,88559,87019,7.5,4.8,16.2,19.8,5.8,2.9
24,033,71260,69524,65611,9.4,7.7,20.9,24.7,7.7,4.1
24,035,81096,78503,69970,7.3,6.5,12.9,17.1,7.4,3.4
24,037,80053,81559,70163,7.5,7.5,12.1,15.3,6.5,3.4
24,039,42443,38134,34822,19.3,21.1,18.2,16.3,11.6,5.4
24,041,63017,56806,54471,9.7,7.7,16.7,21,8.5,3.6
24,043,52994,51610,51109,11.4,9.5,15.1,16.4,10.9,4.4
24,045,50752,47702,46102,16.6,12.3,18.6,18.6,9.5,4
24,047,55487,55492,47856,10.6,9.3,17.1,21.9,12.8,6.1
24,510,39386,38186,35834,24.7,19.2,19.4,15.2,11.9,6.4
25,001,60317,54871,56119,10.9,6.3,7.1,11.2,9,5.2
25,003,48907,44792,46430,12.4,12.1,6.2,9.7,8.1,4.6
25,005,54955,51361,51713,12.8,11,6.8,9.9,11,6.2
25,007,62407,56320,49809,8.3,7.4,9.8,19.2,7.6,4.1
25,009,64153,61604,59447,10.4,9.5,7,11.8,8.8,5.3
25,011,52002,49361,50154,11.7,10,5.7,10.2,7.8,4.5
25,013,47724,46356,44803,17.1,16.7,8.1,10.6,10,6.1
25,015,59505,57558,52373,12.5,10.6,5.6,11.7,6.7,4.2
25,017,77377,75364,70864,8.2,7.4,5.6,12.1,6.8,4.1
25,019,83347,67969,62490,8.1,6.9,9.6,19,7.5,2.5
25,021,81027,79899,73243,6.3,5.9,4.5,9.4,7.3,4.3
25,023,73131,71555,66540,8.3,7,6,9.4,8.9,5.1
25,025,50597,49584,47312,22.6,18.9,8.2,13.8,8.2,5.4
25,027,64152,61079,58630,10.9,9.1,6,9.3,9.1,5.4
26,001,34858,33853,33616,16.5,14.7,21,19.7,18,10.5
26,003,38262,36749,41451,14.7,11.8,18.9,16.6,13.5,7.8
26,005,50240,45879,50650,14.8,9.7,18.9,13.3,11.8,6
26,007,36695,36289,35738,16.8,14,18.2,12,13.2,7.6
26,009,43123,42083,42612,15.2,12.7,21.9,18.8,15.3,7.7
26,011,36689,34116,36252,18.4,17.8,23,14.3,16.1,9.9
26,013,40541,38819,36984,14.1,15.3,22.5,16.4,23.4,11
26,015,51869,50062,50409,11,7.6,15.5,12.7,9.7,5.2
26,017,44659,43845,42014,15.9,13.4,17.6,12.5,11.7,6.9
26,019,44718,43136,41274,12.6,10,21.4,20.5,14.7,7.6
26,021,42625,40540,41881,17.5,15.3,20,16.5,12.5,7
26,023,42133,37629,40158,19.6,14.7,19.4,14.4,12.3,7.4
26,025,42568,42665,43193,17,16.8,19.7,11.3,11.1,6.8
26,027,45177,42420,44499,15.6,12,20.9,12.6,10.7,5.3
26,029,48704,43530,46904,14,10,17.2,15,14.5,7.6
26,031,37903,36508,36367,17,15.3,22.5,15.7,12.7,9.5
26,033,40194,36253,38518,19.6,15.7,21.5,14.6,13,8.4
26,035,34399,31882,31943,27.9,19.7,20.3,12.7,15.7,10.2
26,037,58016,58790,57171,10.6,5.9,12.6,13.6,8.6,5.2
26,039,39665,38661,36705,16.5,17.1,18.6,12.6,13,7.5
26,041,41951,39085,39122,15,12.3,18.3,13.8,12.1,7.1
26,043,42586,41657,40363,13.1,11.4,15.9,13.4,10.9,5.7
26,045,54885,52300,54232,11,8.2,14.3,12.6,9.2,5.2
26,047,49235,45875,46310,12.1,8.2,19.8,16.2,14.6,8.3
26,049,43483,39271,42055,21,16.8,15.9,17.3,13.8,8.2
26,051,37936,36064,36381,19.5,16,21.4,15.8,16.1,9.7
26,053,33673,31998,31603,21,19.4,20.9,16.2,12.9,7.4
26,055,50647,47442,48969,12,8.3,16.9,15.1,11.8,5.9
26,057,40114,40227,40777,18.3,18.1,18.2,13.3,12.6,8.5
26,059,42989,41360,41856,17.4,12.5,19.6,12.5,14.4,7.7
26,061,34174,34828,32289,19.7,20.3,19.4,21.1,11,6.8
26,063,40038,38274,38956,15.8,12.8,19,15.7,13.1,7.9
26,065,45808,43414,43642,20.2,19.8,15.8,18.8,10.6,6.3
26,067,46454,42719,45782,16.2,12.2,16.8,11.5,12.4,8.2
26,069,36861,33985,34880,19.9,15.6,19.7,13.1,16.3,9
26,071,33734,34911,33380,15.2,14.8,19.6,15.2,11.7,7.1
26,073,36880,35644,40040,32.5,22.4,18.7,20.8,9,5.1
26,075,46117,43465,44256,19.2,14,18.2,13,12.7,7.1
26,077,44794,43957,44889,20,16.4,16.4,17.1,10.1,5.2
26,079,39350,38810,38257,17.9,14.8,21.1,13.3,13.6,7.7
26,081,49532,47897,47012,16.3,12.8,18.1,14.5,10.2,5.6
26,083,38872,38768,33643,13.7,13.5,20.3,27.1,14.3,10
26,085,31205,28526,29638,25.2,22.6,24.6,16.4,16,10.4
26,087,55005,49759,55808,12.7,9.6,18.1,14.1,15.9,7.8
26,089,56527,55149,54186,9.3,7.5,20.3,23,10.2,5
26,091,48618,45887,47790,14.2,10.6,18.7,13.2,14,7.3
26,093,72129,65729,71352,7.2,5,12,12.2,11.5,5.3
26,095,40041,35813,35303,19.5,19.1,21.5,12.7,13.8,7.5
26,097,39339,37072,36112,15.3,14.9,26.3,16.8,13.6,9.5
26,099,53996,49348,53726,12.7,8.2,17.7,12.7,14,7.2
26,101,40853,37479,38277,17,14.9,19.9,14.3,12.8,8.4
26,103,45130,44239,40936,14.2,12.7,15.6,14.6,9.8,6
26,105,40039,38776,36952,15.8,14.4,19.7,14.2,12.3,7.9
26,107,35887,36193,36103,21.8,17.4,21.1,15.4,12.2,7.4
26,109,41332,40253,39542,13.8,10.7,19.2,14.6,10.4,6.3
26,111,51103,50430,50013,11.1,11.7,14.5,14.1,9.4,5.6
26,113,40376,36931,38761,15.9,13.7,22.1,18.3,15,7.6
26,115,55366,50777,55122,12.1,7.3,14,10.9,12.4,6.5
26,117,39775,36701,40294,20.4,16.1,21.5,14.4,15.4,12.6
26,119,34447,33294,33971,19.5,14.8,22,17.9,19.8,11.8
26,121,40670,39075,41188,21,16.7,19.4,10.1,13.5,6.9
26,123,43218,38846,41855,19.8,15.8,22,14.4,12.7,7.2
26,125,66390,60392,66600,10.3,6.9,15.2,13.8,12.4,5.8
26,127,39543,37629,38640,22,17.7,25.3,20.2,15,8.4
26,129,35968,34595,34525,19.4,18.4,22.2,14.9,13.3,8.1
26,131,35269,36566,34390,16.1,13.2,20.4,19.6,17.2,7.8
26,133,38341,37840,37742,20.2,16.3,20.3,13.4,14.5,7.3
26,135,32346,31303,32330,21,17.9,25.7,16.5,19.5,10.4
26,137,45531,43601,46600,12.8,10.2,19,13.7,14.9,8.1
26,139,55095,53454,57017,11.4,6.3,15.3,14.5,11.2,5.2
26,141,37383,36376,35506,14.9,12.3,20.9,18,17.7,11.8
26,143,33542,32401,32696,22.2,18.9,21.4,13.8,14.9,9.1
26,145,42954,41714,39426,17.8,18.4,18.4,10.9,11.9,7.5
26,147,49120,44706,49364,15.4,12.1,18.3,11.4,15.6,8
26,149,44392,41535,43027,16.7,13.4,20.1,14.7,12.3,6.5
26,151,40818,39646,40323,17.2,14.5,22,14.1,15.2,8.4
26,153,36925,37180,35307,15.9,16.5,22.5,14.5,14,10.4
26,155,46453,45444,43197,15,12.3,17.5,12.3,13.2,8
26,157,42198,40808,41084,16.3,13.5,18.7,13.2,14.3,8.4
26,159,44435,43659,42736,15.6,15.1,22.7,14.3,12.9,6.7
26,161,59065,56177,57169,13,14,13.7,20.2,8.1,4.6
26,163,42241,39421,41845,23.9,19.7,22.7,15.3,14.8,8.4
26,165,39997,36316,39084,17,15.1,18.8,11.7,15.6,8
27,001,40226,38646,36157,13.1,14.8,14.3,15,9.8,5.9
27,003,69028,65732,66271,7.4,6,11.2,7.9,7.9,3.9
27,005,46056,43970,41574,14.6,11.8,13.8,10.2,7.8,5
27,007,43394,40308,40431,20.8,18.8,17.3,10.7,8.2,5.1
27,009,50848,49736,47676,10.5,7.4,12.2,10.3,8.3,4.4
27,011,42870,40829,35705,11.3,12.8,12.7,14.7,6.1,4.2
27,013,47871,46835,43222,16.9,16.8,12.6,13.6,6.3,3.2
27,015,47696,43924,47121,9.3,7.3,10.3,9.5,6.4,4.4
27,017,52858,48959,46851,10.8,10,13.3,9.5,8.6,5.2
27,019,80280,81935,77852,4.9,4.3,8.6,8.2,6.9,3.3
27,021,42445,40580,40243,16.4,12.8,16.2,14.5,10.6,6.2
27,023,43956,44717,41163,10,9.6,12.1,11,6.9,3.8
27,025,64726,63237,58570,7.4,6.4,10.5,9.1,9.2,4.8
27,027,50057,48395,45068,12.8,11.8,11,10.1,4.8,3.2
27,029,39310,41913,35446,15.7,16.7,16.9,14.4,13.5,9.6
27,031,49162,43694,42768,9.6,9.6,14.2,18.4,6.7,4.3
27,033,40292,44219,36638,11,12.4,12.9,11.9,5.7,4.5
27,035,44659,45068,43393,12.3,9.6,13.6,10.7,8.8,4.8
27,037,72850,69688,70540,7,5,8.7,9.9,7.1,3.5
27,039,64438,60398,58502,6.9,6.1,10.7,11,6.9,3.6
27,041,46789,48434,43866,9.6,9.6,12.4,11.7,6.4,3.8
27,043,41631,44645,40733,10.8,10.9,12,13.6,7.9,4.5
27,045,45888,45476,41584,12.4,10.7,14.8,15.4,7.2,4.1
27,047,43090,42250,42235,12.3,9.3,12.9,12,7.6,4.4
27,049,56366,55687,54521,8.3,7.4,11.5,9.2,7.2,4.2
27,051,41697,44039,38230,10.8,10.6,12.7,16.9,8,5.1
27,053,61328,59252,58275,13.7,11.3,12.9,11.3,7,3.5
27,055,50855,50732,47469,9.3,7.5,10.6,11.1,7.9,4.3
27,057,45066,42021,40231,12.8,12.4,14.7,12.2,10,5.4
27,059,57260,55431,55695,8.9,7.1,11.9,10.1,9.5,4.9
27,061,45621,45813,40987,12.2,12.8,12.4,11.1,9.8,5.9
27,063,46869,50251,42352,9.7,8.8,11.2,11.6,4.7,3.8
27,065,45672,42737,44254,13.6,14.9,13.3,10,12,6.9
27,067,49512,44926,47209,14.6,10.6,11.8,11.6,6.1,3.9
27,069,47568,43980,41713,10,9.3,12.1,14.2,7,5.4
27,071,39571,41695,39963,14.6,13.8,12.7,11.7,8.7,6.6
27,073,45550,44852,39331,9.8,9.4,11.2,16.4,5.8,3.8
27,075,46765,47499,45011,11.2,9.1,11.4,11.1,7.6,4
27,077,46080,39391,39846,11.7,10.9,13.7,19.2,6.3,4.7
27,079,57477,55946,52695,9.2,5.9,12.4,10.3,9.5,5.3
27,081,44672,43358,38548,10,9.7,12.7,16.5,5.1,3.6
27,083,46872,49218,45022,11.4,10.4,12,12.3,5.4,3.3
27,085,58544,53426,52018,8.5,6.1,10.9,9.5,8.9,3.9
27,087,38523,35978,34425,22.1,17.9,16.3,9.5,8.1,5.5
27,089,48565,47504,43155,8.2,10.4,12.6,16.4,8.9,6.7
27,091,43960,47910,41937,11.6,10.4,12.5,9.7,6.9,4.3
27,093,51173,49784,47479,8.9,8.1,12.5,11.2,8.6,5
27,095,45273,41944,42839,13.1,10.2,14.7,10.2,11.9,6.7
27,097,47085,42898,47144,13.4,10.2,13.3,11.3,9.5,5.5
27,099,44497,43122,41600,12.3,11,14.2,11.3,5.8,3.8
27,101,45657,50262,44890,8.9,8.2,11.9,17.4,5.4,3.8
27,103,57540,58065,51515,9,9.1,9.5,9.5,6.1,3.1
27,105,43040,44777,40417,13.8,11.7,18.9,14.7,5.3,3.1
27,107,41784,41375,38071,11.3,12.5,13.9,14.5,6.3,5
27,109,64090,61362,61068,8.5,7.2,9.8,8.9,6,3.4
27,111,43478,44096,40374,13.4,12,12.4,13.5,7,4.8
27,113,44926,43256,39891,11.5,10.7,11.8,9.3,8.1,5.4
27,115,43938,42035,41458,15.2,11.9,15,10,10.3,6.3
27,117,40589,44880,38594,10.5,10.7,13.3,10.4,5.6,3.4
27,119,47233,46500,41780,11.7,12.3,11.3,10.9,5.7,4.6
27,121,47196,45149,41835,10.5,9.2,13.2,13.9,6.4,3.8
27,123,51915,50224,50813,17.2,14.3,13.5,11.8,7.4,3.8
27,125,47835,44964,39869,11,10.8,12.4,14,9.2,6.8
27,127,44181,46906,41182,9.6,10.2,13.1,11.2,6.5,4
27,129,47623,49896,41659,11.3,10.5,12.7,14.6,7.2,4.8
27,131,58771,55905,55311,10.3,8.5,12.5,12,8.2,4.3
27,133,45411,44751,44413,10.8,9,11.5,11.6,5.1,2.8
27,135,49400,47212,49493,9.4,8,11.8,11.3,5.9,6.2
27,137,44941,42087,42873,17.4,13.2,12,9.5,7.9,5
27,139,82190,78307,79648,5.1,3.9,9.9,9.3,7.1,3.5
27,141,71704,69699,68075,7.2,5.4,11.2,10.2,8.5,4.4
27,143,51449,47048,50854,10,7.6,14.2,15,6.6,4.2
27,145,51779,50195,48822,12.1,12.4,12,13.1,7.2,4
27,147,55321,51069,52490,10.4,7.2,10.3,9.9,7.7,4
27,149,47055,48885,43309,11.4,13.7,11.8,14.5,4.7,3.3
27,151,41486,43357,39761,9.9,10.7,12.8,10.5,7.4,4.5
27,153,42927,40183,39662,16.9,14,16.3,12.6,7.9,5.1
27,155,41287,41666,34759,13.2,13.9,15.4,17.3,5.8,4.1
27,157,51112,51702,51230,7.5,7.7,12.1,11.8,6.9,4
27,159,34686,36412,34542,16.8,16.5,13.2,9.5,10.1,6.8
27,161,50552,50149,47232,10.7,8.6,10.6,9.3,7.5,4.1
27,163,79109,77591,76563,5.8,4.5,8.1,7.9,6.9,3.5
27,165,44228,43699,40401,11.4,11.5,18.2,16.3,7.7,4.4
27,167,48692,48611,43055,9.5,9.9,10.8,11,4.7,3.7
27,169,44217,42113,41788,15.4,13,13.6,11.2,6.8,3.6
27,171,67963,66714,62311,5.8,6.1,10.4,9.1,8.2,4.3
27,173,50288,46595,41287,12.7,12.5,12,11.6,6.1,4
28,001,27096,28587,26917,30.8,27.1,27.4,23,11,7
28,003,32342,33299,32701,22.5,17.7,26.5,22.7,11.9,7.4
28,005,27615,31799,28727,22.5,23.4,28.5,30.5,12.3,6.2
28,007,28508,29317,28326,24.3,22.6,27,22.3,14,8
28,009,29202,27586,27780,25.9,23.3,27.3,25,14.1,9.3
28,011,26005,28984,25200,33.9,38.7,25.1,18.6,11.1,8.5
28,013,28484,30281,30318,22.3,21.2,30.2,22.9,10.5,7.9
28,015,29290,34436,32444,18.8,19.8,27.5,27.5,10.4,6.1
28,017,30092,31702,29692,24.8,21.9,29.9,23.4,12.8,9
28,019,30994,31632,30152,23.4,25.6,27,25.6,12.7,7.8
28,021,24150,22750,25163,34.9,30.3,26.3,25.8,15.4,10.8
28,023,29103,31999,26532,25.4,23.5,26.6,28.4,12.9,6.3
28,025,31727,30777,30351,28.4,24.2,28.2,21,19.5,11.1
28,027,24726,25719,25184,38.7,32.7,27.5,15.6,14,9.8
28,029,36637,31275,30481,23.4,22.9,27.5,22.4,11.1,7
28,031,32456,32900,30166,21.7,21.6,27.7,29.3,9.5,5.8
28,033,59418,58979,53675,10.4,9.6,23.1,21,7.9,4.2
28,035,34448,32555,30925,29,21.8,26.5,27.7,9.6,5.3
28,037,33324,32375,29666,20.8,22.5,27.3,29.8,11.7,6.8
28,039,45492,43487,40338,17.2,17.2,26.4,29,10.7,9.9
28,041,40828,37348,32467,23.9,23.1,28.1,31.9,12.2,7.6
28,043,32901,32715,31545,21.5,20.2,26.1,20.2,11.9,6.5
28,045,44494,42255,40400,18.9,18.5,29.6,32.5,9.2,10.2
28,047,45668,41522,41935,19.7,16,28.2,26.2,9.2,10.7
28,049,39215,37265,35925,22.9,23.1,25.8,21.8,9.5,5.8
28,051,21375,22536,19996,41.2,39.9,30,17.6,19.2,10.6
28,053,25131,24205,21434,42.2,37.9,27.8,16,14.4,9.4
28,055,21360,27124,20739,43.3,48.3,29.9,27,12.3,10
28,057,37588,37134,36759,17.2,14.9,26.3,26.2,11.7,6.3
28,059,47906,45766,42632,16.6,15.8,25.7,24.5,9.7,8.1
28,061,30177,32501,27837,19.6,23.6,25.5,27.6,12.2,6
28,063,24304,24671,22234,37.9,34.5,26.5,24.6,16.1,13
28,065,25986,27988,24541,25,29.2,29.4,28.7,12.6,7.7
28,067,36017,35696,32463,23.4,19.2,28.2,26.3,8.5,4.8
28,069,25649,27711,26215,26.6,27.5,30.1,28.6,13.1,8.4
28,071,39080,38725,34969,20.9,23.8,27.7,37.6,9.1,4.6
28,073,48048,49742,45117,16.2,12.9,23.1,31.1,7.5,4.2
28,075,33926,34199,32796,24.4,24,25.2,21.6,11,6.4
28,077,35593,36844,32300,18.2,20.8,26,30.1,12.1,7.6
28,079,31986,31672,30931,27.1,22.1,31.2,24.7,11.1,6.8
28,081,39049,41026,36285,20.5,18.4,24.6,21.3,10.6,6
28,083,22020,26037,23618,37.2,44.6,29.2,16.5,13.8,8.8
28,085,38405,35523,34577,17.8,18.3,24.2,26.3,11.1,6.1
28,087,37607,35774,38583,25.8,18.6,28.6,23.8,12.2,6.8
28,089,59585,57089,56353,12.8,12.6,19.6,23.3,7.5,4.7
28,091,31332,31026,28440,24.7,27.5,28.1,23.7,12.3,6.5
28,093,34183,35443,34134,25.3,18.5,28.1,25.7,13.1,7.8
28,095,35685,34468,34343,24.1,20.3,25.8,23.3,13.4,8.9
28,097,31488,30197,29112,23.5,23.8,27.4,21.7,14,9.1
28,099,34905,34698,31700,22.4,18.9,30.6,24.4,9.3,5
28,101,36154,34123,31948,21.6,19.8,27.9,26.3,10.2,5.9
28,103,22178,24699,24600,32.6,30.9,32.8,25.4,18.4,11.3
28,105,30320,33008,30841,26.5,27.9,21.8,33.6,11,5.7
28,107,34030,32377,31769,27.9,24.5,26.9,22.1,12.8,7.8
28,109,40038,39424,34287,21.5,19.7,29,29.6,10.5,6.6
28,111,38887,34470,31598,21.7,23.3,26.5,29.7,12,6.7
28,113,30779,29601,26853,27.1,26.1,26.5,22.1,11.8,6.6
28,115,38420,37493,37718,16,15.2,28.2,22.6,10.8,6
28,117,31262,33940,30614,21.8,19.3,27.1,22,12.5,7.2
28,119,24169,25507,24054,36.9,31.4,28.9,17.6,13.7,8.6
28,121,54028,51007,50121,13.8,11,20.6,21.1,6.7,4.1
28,123,35765,32711,29724,21,22.2,33.5,31,7.8,5.5
28,125,30129,24987,24546,37.9,35.5,26.3,23.1,12.7,9.9
28,127,36739,34843,32925,21.9,20.5,27.1,27.2,9.4,5.6
28,129,37176,36912,36131,20.8,20.3,26.9,29.8,10.4,5.6
28,131,43728,37975,35334,19.3,18.9,27.2,27.7,9,8.7
28,133,25012,26921,23766,39.2,42.9,27.5,18,15.5,9.3
28,135,24668,27352,25107,34.8,30.7,30.8,19.7,12.4,7.7
28,137,41102,41465,39480,18.2,17.3,27.1,23.8,11.3,6.7
28,139,32109,33223,28843,20.7,20,31.1,23.9,14.5,6.9
28,141,30211,33775,29916,17.7,15.3,28.4,27.6,13,7.4
28,143,29994,29808,27139,28.1,25.1,27.3,12.5,17.2,8.2
28,145,35928,37403,35523,20,13.6,29.1,25.3,11.6,6
28,147,33054,30278,26430,24.5,24.5,28.6,30,13.1,6.7
28,149,40404,37578,39412,23.3,19.3,23.9,20.1,11.2,5.9
28,151,27797,25559,27319,42.2,30.6,27.7,16.1,15.1,9.8
28,153,31081,32355,29592,24.8,22.2,28.9,25.5,12.4,6.4
28,155,34107,32798,30520,23.4,21.6,27.2,25.3,14.5,8.2
28,157,28066,27622,22853,33.3,34,26.6,24.3,12.2,8.2
28,159,30738,31021,30973,29.7,28,29.3,24.8,18.1,7
28,161,29911,31644,30547,23.9,23.4,25.7,21.9,12.6,7.6
28,163,27356,28474,27657,39,31.2,26.7,25.9,12.5,8.8
29,001,31176,32015,29942,22.2,22.5,20.7,25.8,7.1,4.4
29,003,52720,53150,47497,10.1,9.6,17.5,18.6,7.3,4.1
29,005,42375,43587,35930,11.6,13.9,17.7,24.4,7.6,4
29,007,40935,40899,34999,18.4,15.2,19.2,15.7,8.9,4.6
29,009,36143,34838,33386,18.9,19.3,25.3,21.6,8.4,4.2
29,011,39573,36851,35207,17.6,15,22.2,18,10.9,5.3
29,013,38882,39265,38950,15.7,16,23,19.8,11,5.6
29,015,33305,30920,31069,20.6,16.6,23.5,24,10.4,5.7
29,017,33938,36972,34330,19.5,17.7,21.5,21.7,9.6,5.4
29,019,45786,42202,42405,18.8,14.7,16.6,20.7,6.4,3.2
29,021,42393,41210,40356,15.9,14.2,17.5,13.9,8.3,4.5
29,023,33525,32919,30974,19.3,22.3,20.5,16.4,8.2,5.5
29,025,39439,39216,37879,13.9,13,19.4,21.5,9.4,5.2
29,027,49544,47098,43605,13.8,12.1,17.3,15.6,8,4.3
29,029,44617,42955,39289,14.6,13.2,21.9,22.7,11,4.8
29,031,44479,44569,40859,15.2,15.2,18.6,16.3,7.5,4.1
29,033,41619,39071,33974,15.7,15.6,19.4,17.9,10.6,4.7
29,035,28408,28524,27159,24.5,24.4,25.5,25.1,9.3,6
29,037,60097,57368,55532,8.5,7.4,15.5,14.2,9.6,4.5
29,039,32800,31542,30285,20.1,21.9,23.9,19.3,8.4,5.3
29,041,41558,39800,36553,14,13.5,19.8,21.6,8.7,5.2
29,043,51135,48041,44179,11.1,10.7,19.4,19.5,8.2,3.7
29,045,38133,36809,33149,16.3,15.1,22.2,22.6,10.6,5.1
29,047,58559,55835,53951,9.5,7.4,13.9,13.2,8.5,4.3
29,049,51915,51846,49632,11.1,10,17,18.7,10.4,4.8
29,051,53877,52835,48862,11.2,12.7,14.2,15.3,6.8,3.8
29,053,42586,41925,35201,16.7,13.2,20.4,15.3,8.9,4.4
29,055,34506,34555,35824,19.3,17.5,21.5,17.7,11,5.9
29,057,32714,33452,31973,21.7,16.7,25.2,22.3,9,4.8
29,059,38101,37589,32903,19.5,18.4,22.9,18.8,11.4,5
29,061,39925,38279,35534,17.2,17.8,26.6,23.7,9.5,4.5
29,063,43267,41804,37230,16.5,16.7,19.8,21.9,8.9,5.3
29,065,36118,34327,31725,19.1,20.5,23.3,17.9,9.3,6
29,067,30968,29830,28541,23.3,20.1,24.3,18.9,10.1,5.5
29,069,29375,29372,28575,27.3,26,21.4,15.6,10.7,7.3
29,071,49120,47530,45788,14.1,9.8,17.6,14.2,10.7,5.2
29,073,40837,39688,40340,12.7,11.5,21.3,17.1,10.2,5.5
29,075,35556,35755,32679,14.5,12.2,22.8,25.2,7.3,4.3
29,077,41059,38059,39469,19.1,13.2,20.4,19.2,8.1,3.7
29,079,35239,35017,31245,17.5,18.2,22,17.7,7.6,4.8
29,081,35000,34324,32430,17.1,17.2,24.8,20.8,8.4,4.8
29,083,35706,37016,34948,17.2,17.1,20.1,16.8,9.9,5.3
29,085,28097,27957,27869,22.6,18.9,26.2,25.8,12.5,7.1
29,087,40261,39141,36052,14.2,14.6,20.4,23,7.3,4.1
29,089,42067,39383,36607,15.5,14.6,20.8,18.7,8,4.3
29,091,35282,33211,30503,21.3,19,22.3,19,9,4.3
29,093,29803,33059,30442,21,20.5,20.9,15.5,11.3,5.7
29,095,46252,44620,44187,16.8,15.3,22.4,18.1,10.7,5.6
29,097,37894,37565,34308,17.6,17.7,25.8,18.3,8.2,4.2
29,099,56756,52841,53419,12.1,8.1,17.3,13,10.1,4.8
29,101,44985,43327,41308,17.8,14.2,18.3,23.8,8.8,4.1
29,103,33029,33076,30281,21,18.5,28.7,24.4,6.6,4.1
29,105,37294,35688,34035,18.2,15.4,22.1,17.3,11.6,4.8
29,107,48257,45621,43728,11.9,11.7,18.7,16.3,10.3,4.7
29,109,38350,38800,34949,16.7,16.5,24.4,20.4,8.3,4
29,111,40399,36501,36664,16.4,17,20.8,21.6,8,3.7
29,113,52897,50307,50425,11.2,9.1,18.3,16.2,11.3,5.3
29,115,37706,35323,33549,15.9,16.2,19.9,17.2,10.8,6.7
29,117,39683,39821,37063,16.7,13.1,18.7,16.6,8.1,4.4
29,119,36619,33352,31916,19.7,20,28.2,26.7,8.9,3.7
29,121,36429,37130,33302,15.1,16.6,21.2,19.2,8.2,4.9
29,123,33456,33841,29974,19.1,18.6,23.5,18.2,10.1,5.5
29,125,40185,38877,33919,15.2,16,22.6,22.7,7.9,4.6
29,127,40859,39975,34336,16.4,17.5,17.6,14,8.8,5
29,129,34008,35184,33600,14.8,14.2,23.2,24,7.8,4.4
29,131,35838,34266,35880,21.3,15.7,22.9,18.7,12.1,5.3
29,133,29586,30252,26874,27.5,28,23,18.2,10,6.7
29,135,47162,44475,40413,14.4,12.8,23.5,18.2,8.1,4.6
29,137,38750,36950,37088,15.3,13.6,22,22.6,12.5,5.5
29,139,39369,38145,36853,16.8,14.1,21.6,20.9,10.7,5.5
29,141,36696,34374,34197,20.6,18.2,27.1,25.4,12.4,6.8
