f00011,f00012,f1434506,f1322610,f1322606,f1332110,f1332106,f1476310,f1416806,f0679510,f0679506
12,133,36216,35378,32982,21.1,19.3,26.5,22.9,11.1,3.3
13,001,36155,36601,34673,24.5,18.8,30.4,24.8,10.8,5.6
13,003,33834,28579,28853,36.3,22.7,40.1,32.9,17,5.5
13,005,31429,31692,30872,25.6,20.1,32.8,22.8,10.5,4.6
13,007,27462,33950,29889,26,27,27,25.6,9.5,5
13,009,37237,36091,36486,27,22.1,24.3,18.2,15.6,5.5
13,011,40455,42196,41553,16.4,14.6,31.1,22.5,7.8,3.2
13,013,48958,52391,49356,12,11.2,30.2,20.6,10.2,4.2
13,015,49216,43825,46720,14.5,12,27.8,18.8,11.2,4.8
13,017,30134,29910,28341,27.9,27.1,29.6,20.9,14.4,5.8
13,019,32202,32859,32915,21.7,20.1,30.2,19.6,12.5,4.2
13,021,38798,36220,36750,25.9,21.1,23.8,17.5,10.7,5.7
13,023,35661,38513,36909,19.8,17.2,24.3,18.5,12.9,6.1
13,025,37343,35732,36060,23.6,19.7,29.4,24.4,11.4,4.6
13,027,41309,32067,29434,24.5,25.9,30.8,21.6,9.4,4.1
13,029,63244,65478,60620,11.8,10.5,21.6,18.6,8.9,3.5
13,031,34327,31943,34153,34.3,22.5,27.2,31.6,10.1,4.2
13,033,33155,30688,30774,32.9,23.4,26.3,19.2,11.4,6.7
13,035,52257,43777,45817,16.5,13.5,24.3,18.5,11.7,5.4
13,037,30522,28618,26402,36.8,32.4,30.5,20.5,11.1,6
13,039,49230,48967,46754,15.5,11.8,22.1,22.2,10.2,4.2
13,043,35828,30496,29226,25.2,25.3,33.4,28,9.9,4.2
13,045,45559,45242,44025,19,14.5,27.7,24.4,11.1,4.8
13,047,46544,47337,45094,14.3,10.4,24.2,18.1,8.1,3.7
13,049,40850,32316,32488,27.9,24,26.3,17.7,11.9,4.6
13,051,44928,42728,40472,19.7,17.6,25.7,23.1,9.2,4
13,053,51089,46292,38906,18.5,18.8,21.2,24.7,16.5,9.5
13,055,32419,33990,33939,20.5,18.5,27.6,19.1,11.8,5.2
13,057,66320,63520,65555,8.6,7.1,22.4,21.2,8.7,3.6
13,059,34253,34000,31167,33.3,32.2,26.3,39.1,7.6,3.9
13,061,26250,27080,24726,35.7,30,25,21.3,8.7,4.6
13,063,43311,36595,42079,22.6,14.6,34.6,20.8,12.5,5.6
13,065,31963,30428,30143,24.7,24.2,27.8,16.9,11.6,5.2
13,067,65522,59471,61574,14,9.8,23.8,23.3,9.6,4.1
13,069,35202,33527,33705,25.9,21,31.8,22.8,17.6,5.4
13,071,32902,32010,29198,26.2,25.3,33.8,28.7,10,4.3
13,073,66333,64435,63457,8.8,6.2,19.1,18.9,7,4.1
13,075,31390,32244,29924,24.7,22.2,32.1,22,13,5.5
13,077,61550,56407,61939,11,11.1,21.9,19.8,9.6,4.1
13,079,37062,41593,41556,19,16.7,27.4,23,10.6,5.1
13,081,29960,35232,28294,29.9,33.4,26.7,20.1,13.7,5.9
13,083,39760,40161,40031,16.3,13.3,25.3,19.4,8.8,4
13,085,51128,51127,54705,13.9,9.5,25.9,27.1,9.9,3.7
13,087,33297,33288,30840,25.1,25.1,28.9,21.3,13.5,5.7
13,089,51349,47068,50427,19.4,14.6,30.8,21.9,10.6,5.1
13,091,33580,33731,30563,22.5,20.3,26.8,20.4,12.4,4.9
13,093,31038,32216,29781,25.2,25.3,29.2,20.9,12.5,5.9
13,095,32435,31200,31808,35.1,27.9,26.1,19.9,11.6,6
13,097,55852,52887,55332,12.7,11.2,25.1,21.8,10.7,4.9
13,099,26928,30572,28365,27.6,25.6,25.4,18.9,9.5,5
13,101,32390,32674,30393,27,25,43.8,43.7,7.5,3.2
13,103,56903,60017,53634,10.6,9.7,22.1,20.9,9,3.3
13,105,30543,32888,28130,24.5,22.8,29.6,23,13.5,6.5
13,107,30205,30985,27349,29.5,26.2,33.7,26.3,11.3,5.1
13,109,40796,32427,29894,24.9,23.8,32.4,28.7,8.8,4.5
13,111,34145,33253,35271,18.2,14.6,30.6,27.8,10.8,4
13,113,82216,79276,80537,6.7,4.5,15.4,17.4,8.3,3.9
13,115,41066,38289,39095,19.1,17.1,26.9,22.4,10.8,4.3
13,117,87605,81629,83491,7.2,5.2,18,22.3,7.9,3.2
13,119,36739,36109,35472,18,15.5,29.7,21.8,11.7,5.2
13,121,56709,53580,54452,17.7,15.7,27.4,21.8,11,4.9
13,123,36741,39710,38356,15.9,16.8,32.7,29.9,10.6,3.6
13,125,37149,36433,34177,18.5,16.8,24.3,21,12.4,5.1
13,127,50337,42993,47551,18.8,17.1,28.1,22.5,10.1,3.8
13,129,40916,40656,41326,18.5,12.5,31.7,25.5,12.7,4.4
13,131,32247,31297,32212,28.1,22.2,33.5,31.4,9.3,4
13,133,38513,36001,37890,27.4,21.5,26.7,26.6,11.3,5.9
13,135,63219,57848,63251,13.6,9,30.2,29,9,4.1
13,137,40192,40316,41402,17.3,12.6,31.7,30.1,9.8,4.1
13,139,50876,47238,46813,17.8,13.4,31.6,31.5,9.2,3.8
13,141,22283,23887,25521,33.1,31.6,26.9,20.6,22,8.5
13,143,38996,39046,36820,20.7,16.8,25.6,19.3,11.4,4.6
13,145,67018,62264,56454,9.4,9.4,18.1,21.4,7.3,3.7
13,147,36109,33753,36834,23,21.5,28.1,21.4,12,6.5
13,149,42685,39614,36298,21.3,16.4,25.5,20.7,12,4.9
13,151,63923,59371,61268,10.2,8.1,22.3,17,9.9,4.5
13,153,55098,54977,49154,14.1,13,22.4,21,7.8,4.3
13,155,38376,32859,31576,24,20.4,31.8,20.6,14.2,5.1
13,157,51506,50409,41290,15.7,15.2,26.2,23.2,10.7,3.9
13,159,42081,43443,42330,18.9,15.4,27.5,21.9,11.4,4.8
13,161,32928,32380,29341,23.6,21.5,31.6,25.1,14.8,7.3
13,163,29268,29683,28692,28.9,21.9,28,18.8,14.4,6.5
13,165,27686,27682,27140,28.9,25.5,32.8,17.3,19,5.4
13,167,27607,28332,26514,30.5,27.5,28.4,21.1,12,5.4
13,169,50717,52215,45598,11.9,11.8,23.3,19.8,9.4,5.1
13,171,37536,40001,38828,17.8,17.2,26.6,18.7,12.2,5.6
13,173,37522,33430,32193,22.6,23,32.4,20.4,8.9,3.9
13,175,38280,36568,36216,19.7,24.8,22.8,18.6,12.6,5.3
13,177,59811,61489,58127,10.3,8.9,20.9,16.7,8.6,3.7
13,179,42674,39697,37788,21.8,16.8,22.7,27.4,9.6,5.5
13,181,36399,35201,34454,20.8,20.5,29.6,28.8,11,6.3
13,183,41186,38243,34208,20.8,20.4,33.5,29.4,6.9,3.7
13,185,39096,36486,36225,23.3,21.6,28.3,24.6,9.2,3.9
13,187,43394,44309,44164,16.5,13.1,28,26.7,11.5,4.1
13,189,35414,36559,35099,21.4,21.5,25.2,17,10.8,6.2
13,191,39075,35681,34017,19,19.5,27.7,24,11.1,4.2
13,193,27950,27324,25975,31.7,29.7,28.9,20.2,14.3,7.3
13,195,41343,41267,40547,17.2,15.5,29.4,31.3,8.2,3.6
13,197,31581,33534,33286,23.8,23.6,29.9,31.8,9.1,4.4
13,199,37845,35287,37922,20.1,19.6,26.5,19.3,13,6.4
13,201,33196,32015,33328,24.4,22.1,26.2,25.4,8,3.6
13,205,36198,31094,28898,29.3,25.3,26.9,19.9,10.6,4.9
13,207,48297,49839,46375,14.5,11.9,22.1,19,9.2,4.5
13,209,35182,35133,33308,23.5,20.4,29,27.5,10.4,5.3
13,211,45817,45804,45034,16.5,12.3,25.7,23.6,9.7,4.4
13,213,38226,39911,41283,19.1,13.8,30.5,20.5,13,4.3
13,215,41331,36359,40406,20.2,17.3,25.2,17.4,9.7,5.5
13,217,52361,48989,49879,15.1,11.8,26,20.1,11.9,5.3
13,219,74352,76298,66586,8.2,6.9,19.9,20.4,6.4,3.1
13,221,39319,40936,40491,16.6,14.5,28.7,26.8,8.1,3.6
13,223,62348,61496,60993,8.8,7.4,22.3,18.7,10.1,4.1
13,225,41014,38024,37647,25.7,22.1,27.2,24.4,12.4,5.9
13,227,49945,48532,47987,13.6,11.4,24.7,20.5,9.8,3.7
13,229,37062,37262,34524,18.3,18.7,28.2,22.8,9.9,4.2
13,231,53213,52411,50756,12.7,9.9,25.2,24.8,10.1,4.6
13,233,38646,36468,37045,22.1,15.5,30.1,24.9,10.6,4.3
13,235,36262,36665,34285,20.8,19.6,26.2,24.6,9.7,4.5
13,237,41529,40037,40866,17.8,15.1,28,25.7,11.6,4.6
13,239,28912,28102,27332,28.9,23.8,29.4,22.1,13.1,5
13,241,34406,37990,38863,18.1,13.8,32.7,32.2,12.2,5.7
13,243,26194,26863,23863,27.6,28.4,27.3,19.8,12.3,6.5
13,245,37882,37866,35136,25.9,19.4,25,22.9,10.8,6.2
13,247,55779,53899,55386,14.9,11.4,27.9,24.6,11.2,4.9
13,249,35096,37761,35519,17.6,18,27.5,21.9,13.7,5.8
13,251,32155,30925,32592,23.7,18.5,27.8,20.7,13.7,5
13,253,32666,30604,30022,27.5,24.6,26,21.4,10.4,5.1
13,255,41100,38451,40483,22.5,20.6,27.1,20,13,6.3
13,257,34938,34445,33054,22.2,18.8,29,20.3,10.6,5
13,259,30954,26659,26433,38.1,28.4,25.7,21.8,11.9,6.7
13,261,32430,31871,31923,30.6,23,27.9,19.3,13.8,6.3
13,263,33873,29933,30212,21.7,20.9,23.8,22.9,9,6.6
13,265,22188,26863,25968,30.3,26.6,31,24,13.8,7.5
13,267,38522,35039,32389,28,24.8,33.4,29.5,10.1,5.3
13,269,25237,30748,27485,23.6,26.6,26.6,22.9,13.2,6.4
13,271,23876,28414,27176,32.9,29.9,28.8,16.4,18.1,7.5
13,273,27909,31143,28473,29.3,29.7,26.4,18.4,11.2,5.6
13,275,35797,35539,34630,26.4,23,25.5,18.6,9.2,4.1
13,277,36847,34702,36238,22.6,20.6,31.1,27.2,11.7,5.1
13,279,31635,32002,30188,28.1,22.8,30.4,26.3,10.6,5.3
13,281,39540,38207,37518,15,13.1,27.2,29.8,9.4,3.4
13,283,36467,30809,27611,29.6,28.6,28.6,19.7,12.3,6.1
13,285,41770,39422,38871,21.1,18.4,26.1,18.1,11.6,6
13,287,30763,26845,28267,28,27.1,31.4,22,13,5.8
13,289,26521,35232,34395,25.1,20.2,26.3,21.1,12.3,5.8
13,291,41298,37540,37945,19.1,14.2,29.7,28.3,9.4,3.7
13,293,34509,33461,33106,21.3,19.7,26.2,18.4,12.2,6.4
13,295,38723,36854,36334,17.8,14.8,26.8,17.6,9.5,4.4
13,297,51721,51913,53798,14.5,10.5,25.2,19.8,10.2,4.5
13,299,35517,33176,31944,23.2,20.9,27.8,19.6,11.6,5.1
13,301,31043,29764,30235,27.7,24.9,25.4,19.2,17.5,8.5
13,303,31382,33199,31183,30.6,25.9,27.2,19.2,15.1,5.9
13,305,37340,36562,36535,22.8,19.2,28.7,20.1,12.5,5.6
13,307,25708,31216,30972,21.8,22.6,32,24.4,10.8,4.7
13,309,35422,29834,27984,33.2,29.3,28.3,26.7,10.9,5.6
13,311,41756,40120,41804,16.8,12.6,30.5,27.8,10.2,3.7
13,313,42345,40117,41964,20.2,13.9,33.7,25.2,12.3,4.5
13,315,30784,31442,30133,30,26.7,29,21.5,12.6,6
13,317,28022,30451,30741,24.9,20.4,27.7,20.3,11.8,6.3
13,319,37902,35530,35063,21.1,23.9,24.3,21.5,11.5,5.9
13,321,38670,37436,35752,21.2,20.2,27.6,20.1,10.8,5.2
15,001,54996,46444,51454,18.3,13.8,14,13.6,10,2.8
15,003,70093,67519,62534,9.5,8.5,9.6,10.2,5.8,2.3
15,005,41806,0,0,0,0,0,0,0,0
15,007,62531,52714,50764,12.1,9.4,11.5,14.3,9,2.3
15,009,63989,56206,57468,11.9,9.8,13.5,13.3,8.6,2.3
16,001,55835,50909,53909,13.9,8.3,19.7,15.5,8.4,2.7
16,003,36004,34730,33062,15.8,14.6,29.5,28.3,16.5,6.5
16,005,44848,40946,40919,16.3,15.5,22.4,15.3,7.9,3.5
16,007,43374,39469,37730,15.5,12.5,24.3,17.7,6.2,3.1
16,009,37500,36906,37736,16.8,14.9,27.1,18.2,13.2,7.1
16,011,44128,43571,40603,15.6,13.9,30.8,21.7,7,3.5
16,013,61854,59191,60028,10.1,8.2,27.3,27.1,8.9,2.5
16,015,48789,46871,45058,14.4,13.3,24,24.7,9.7,3.4
16,017,41943,40119,40456,17.4,13.6,24.8,20.9,12.1,4.5
16,019,50445,49979,46867,13.8,12.3,22.2,17,6.6,2.8
16,021,37712,37037,35207,17.1,17.6,29.2,20.6,14.7,7.1
16,023,39413,41368,36734,15.4,15.4,24.3,22.1,6.2,4.3
16,025,44145,46483,42243,11.3,9.1,32.1,27.5,11.2,2.7
16,027,43218,42419,41734,19.7,14.2,29.2,21.5,10.7,3.6
16,029,44958,49208,43219,12.1,11.1,23.2,18.1,7.6,4
16,031,39866,40739,37219,15.7,15.3,31.7,24,6.8,3.8
16,033,40909,41387,34599,17.9,16.5,38.8,33.6,8.4,3.8
16,035,41835,38124,37327,15.3,17.5,24.6,19.1,15,8.2
16,037,41910,42575,37377,14.9,13.2,21.5,25.5,7.1,4.1
16,039,43089,40475,40050,15.8,13.6,27.2,22.5,8.5,4.1
16,041,45682,43936,42311,10.5,11.4,29.5,24.2,5.4,2.8
16,043,42523,38407,42420,16.4,13.8,33.8,31,9.2,3.7
16,045,42794,40110,39709,17.1,13,27.4,22.6,11.1,3.9
16,047,37228,37751,36121,16.4,16.2,36.4,29.9,6.9,2.7
16,049,34536,35715,34271,18.3,16.3,28.2,22.2,10.9,6.1
16,051,51579,50123,43358,12,11.5,27.3,24.5,7.3,3.1
16,053,39188,40229,38146,19.1,14.5,35.4,25.5,8.1,3.2
16,055,46336,43826,41047,14.6,12,24.2,18,10.4,3.8
16,057,36974,40942,36961,17.6,17.8,19.4,25,7.2,3
16,059,36411,34757,33189,21.1,15.9,26.7,21.5,9.9,5.5
16,061,35808,37742,37008,17.8,13.2,25.3,20.8,6,3
16,063,45714,39517,37226,14.1,12.3,35.4,29.6,13,3.9
16,065,35461,36202,34251,28.4,27.6,19.4,33.9,5.8,2.7
16,067,40350,39802,35305,15.8,14.7,32.1,25.7,7.5,4.5
16,069,44395,43580,41925,12.5,12.7,19.6,15.6,6.9,3.8
16,071,44599,44425,40436,12.4,12.5,23.7,23.9,5,2.3
16,073,33441,36670,32753,22.7,19.2,39.5,32.3,4.8,2.2
16,075,43559,39724,40104,17.1,14.6,28.8,18.7,9.2,5.4
16,077,40843,39555,34336,16.4,15.4,32.2,27.1,9.3,4.7
16,079,36654,36129,32204,20.8,19.5,24,16.2,14.3,7.3
16,081,53364,52272,50736,11.3,11.2,34.3,32.1,7.3,2.2
16,083,42455,42007,39468,15.4,14.1,28.8,21.9,8.1,3.2
16,085,50851,45248,42582,12.6,9.9,26.2,29.6,15.8,4
16,087,36542,35774,32867,17,16.5,31.7,23.1,10,4.4
17,001,43824,41734,39859,13.2,11.7,15.6,15.8,7.5,3.5
17,003,28833,29278,28791,31.1,26.7,18,9.6,11.9,7.9
17,005,51946,46364,42307,13.7,14.4,15.8,14,10.1,4.9
17,007,61210,57323,56745,11.6,8.8,18.8,19.8,15.9,5.7
17,009,38696,43640,39239,14.4,13.2,15,12.6,5.3,3
17,011,45692,45580,42288,11.2,10.8,17.7,18.2,11.5,4.4
17,013,44891,45772,42035,10.9,10.8,18,23.5,10.9,6
17,015,44805,47032,40811,13,10.3,17.4,18.3,11.4,5
17,017,41544,43183,39485,12.8,13.2,20,25.2,7.9,4.2
17,019,45262,45803,43271,19.6,19.2,18,24.6,9,3.7
17,021,41712,44253,38553,14.2,14.2,16.3,12.7,10.1,4.9
17,023,43597,44312,40506,12.1,11.9,16.9,15.1,12.7,5.1
17,025,38016,38091,34216,15.3,15.7,17.5,15.7,12.4,5.1
17,027,55278,52650,49896,8.4,8.6,14.9,17,8.2,4.4
17,029,36457,38242,34542,18.7,17.7,17,18.4,9.8,4.3
17,031,53942,51457,50682,16.8,15.4,25,21.5,10.8,4.7
17,033,41434,41612,38876,14.9,15.5,15.7,14.7,10,5.3
17,035,42101,43448,42378,11.6,11.9,17.2,19.8,10.8,4.6
17,037,54002,52106,51326,14.3,12.8,17.1,23.3,9.8,3.9
17,039,45347,48662,44572,10.9,11.3,14.4,14.2,9,4.3
17,041,46941,48469,44845,11.1,9.6,22.4,18.1,9.5,4.2
17,043,76581,72470,73687,6.9,5,14.1,14.4,8.5,3.4
17,045,39904,39386,35926,14.3,13,16.9,14.3,11,4.8
17,047,40430,43044,38188,11.3,11.7,16.3,20.4,9.5,4.4
17,049,49509,49001,44214,9.9,9.5,15.4,16.3,8.4,4.2
17,051,41269,38966,35089,15.8,17.9,18.2,14.5,11.9,5.8
17,053,48667,48622,44025,11,8.9,16,16.3,10.4,4.4
17,055,34381,32853,32279,20.3,19.1,18.6,19.3,13,6.7
17,057,41268,40749,39258,14.5,14,17.3,14.7,11.8,5.2
17,059,38003,37287,30848,18.5,19.1,18.9,18.1,10.1,5.8
17,061,41450,40399,36479,14.9,15.3,17.6,16.4,9.8,4.8
17,063,64297,60130,63407,8,5.7,14.5,14.2,12.4,5.1
17,065,35032,40670,35471,14.6,16.3,17.9,18.4,9.5,5.5
17,067,42857,41520,40655,13.4,10.8,17.7,17.4,11.8,4.7
17,069,27578,34228,31690,19.4,18.1,16.2,17.5,11.7,7.7
17,071,43450,43212,38557,12.3,11.5,20.2,22,10.1,5.3
17,073,49164,49262,45169,10.8,9.4,14.5,16.3,9.1,4.1
17,075,47323,43873,43566,11.2,9.3,16.5,19,10.1,4.5
17,077,32169,32739,29495,23.5,25.7,20.5,26.2,8,4.1
17,079,46546,46000,39872,10.8,11.8,17.5,18.7,9.7,5.1
17,081,41161,40527,38393,17,15,16.9,14.1,9.7,4.7
17,083,53470,54278,48518,10,9,15.3,15.6,9.4,4.8
17,085,50279,45972,47329,9.3,8.8,17.1,20.3,8.9,3.9
17,087,41619,41743,38243,14.2,17.1,16.3,17.5,11.1,5.4
17,089,67767,65430,64109,11,8.3,20,19.2,10.5,4.3
17,091,50484,45707,49742,14.8,14.1,18.9,14.4,13.3,5.6
17,093,79897,79542,74542,4.6,3.9,14.9,15.1,9.5,4
17,095,39545,39409,37624,15.4,15.6,17.4,13.2,9.7,5.4
17,097,78948,74594,75161,9,6,16.8,18.3,10.5,4.2
17,099,51705,49414,46540,13.2,11.2,16.8,16.3,13.2,5.3
17,101,38771,37428,35975,17.5,16.6,18.2,17.2,9.3,4.9
17,103,48502,48749,44962,11,10.3,15.9,14.3,11.2,4.6
17,105,50500,51427,46752,11.5,11.1,14.7,13.7,10.6,4.3
17,107,48999,48311,45579,11.5,11.5,14.3,12.5,9.4,4.7
17,109,33702,37890,35050,22,22.9,20.9,24.6,8.4,4.3
17,111,76482,69290,72428,7.3,5.3,15.1,15.7,10,3.7
17,113,57642,59719,51515,11.7,12,13.4,16.6,7.8,3.4
17,115,44337,42206,41738,17.7,16.4,15.7,12.6,12,5.3
17,117,47178,45995,43159,13,11.5,15.2,15.9,10.6,5.1
17,119,51941,51706,47071,14.3,12.2,14.6,16.6,9.9,4.9
17,121,38974,38182,36899,16.5,17.2,17.5,13.7,12.2,5.9
17,123,49116,48647,44195,11.4,9.4,17,15.9,9.9,3.8
17,125,42461,42529,39544,15,12.2,17.6,14.1,12.7,5.9
17,127,41077,39636,37767,16.7,13.7,16.5,12.2,9.5,5.3
17,129,56230,58075,52013,9,8.8,14.1,15.9,7.9,3.9
17,131,50909,46871,46653,11.3,9.2,14.9,16.9,10.8,5.3
17,133,68253,69731,62190,4.9,4.2,11.7,14.7,7.9,3.9
17,135,40864,42468,38769,14.4,13,16.5,14.4,13.3,6.2
17,137,44645,43753,41861,14.8,14.2,15.2,12.7,9.5,4.9
17,139,46364,47459,43971,10.4,10.1,18.5,14.4,8.8,3.6
17,141,55733,53402,49648,10.8,7.5,16,18,13.6,5
17,143,49747,50166,45724,14.3,13.7,16.1,13.3,11,4.2
17,145,40696,38916,39408,17.4,13.5,17.1,13.1,12,6.8
17,147,55752,54350,52764,7.3,7.3,14.2,17,8.8,3.7
17,149,40205,37172,32932,17,14.6,19.2,17.9,8.9,4.5
17,151,39672,37926,34985,17.9,17.6,18.2,19.1,11.4,6.5
17,153,31173,33262,29444,20.8,25.3,20.5,14.4,11.5,6.8
17,155,56458,52564,53724,7.8,7.4,15.2,18.2,12.3,5
17,157,45020,46410,41702,13.5,12.1,14.7,13,9.1,4.7
17,159,41917,40893,36107,14.5,14.4,16.4,16.6,10.4,4.7
17,161,46226,45114,43527,12.5,13.6,18.1,16.4,9.6,4.3
17,163,48562,47027,46188,15.9,13,16,14.5,10.9,5.8
17,165,35644,37170,32755,19.4,21.4,16.1,12.5,10,5.5
17,167,52232,51057,48491,13.2,12.4,14.2,12.3,8.2,4.2
17,169,43686,45481,39557,12,11.4,18.9,18.6,7.9,4.1
17,171,49462,48890,42001,9.7,11.9,16.2,20.6,9.8,5.3
17,173,44627,45474,41953,12.3,10.6,15.6,17.5,10.4,4.7
17,175,49195,49280,41181,10.6,10.6,15.7,21.4,11.2,4.7
17,177,43304,42869,41407,13.4,13,16.6,15.3,11.8,4.9
17,179,54232,50737,50375,9.9,8.8,12.7,13.2,10.2,3.8
17,181,39760,39764,36708,18.4,16.2,17.2,15,12.2,6
17,183,39456,38534,38817,20.9,17.6,17.9,12.3,12.4,5.7
17,185,46026,42129,39223,14.4,13.7,17.3,16.2,10.1,4.8
17,187,41636,43881,40172,13.9,13.3,18.8,15.5,8.5,4.7
17,189,51440,51209,46949,8.2,8.4,14.6,17.2,7.9,3.9
17,191,39207,40630,35403,14.9,13.9,17.9,17.9,9.8,4.3
17,193,39728,39964,34565,16.9,15.5,17.4,16.3,8.8,4.8
17,195,45266,45606,43107,11.7,10.9,18.6,17.9,11,5.2
17,197,75906,71344,72863,8.5,6,16.3,14.7,10.7,4.3
17,199,40579,43004,37571,16,15.8,17.6,14.3,9.5,4.8
17,201,47198,44336,45319,17.5,14.3,19.8,16.8,15.3,5.3
17,203,65890,65931,60179,7.5,6.4,12.2,15,8.3,3.1
18,001,43317,43121,41976,16.8,13.5,23.7,15,10.6,4.3
18,003,48714,47014,45844,13.9,11.6,20.5,17.4,10.4,4.9
18,005,52742,49045,49681,12.8,9.7,18.9,16.2,9.3,4.2
18,007,46318,47520,43645,11.3,9.1,20.3,20,10.3,4.9
18,009,41989,38637,38185,16,13,19.4,13,12.9,6.5
18,011,68594,66023,63619,8,6,13.4,14.8,7.8,3.7
18,013,50139,46770,49151,13.2,10.7,19.5,21,9.6,4.8
18,015,48055,49966,45092,10.1,8.4,18.6,17.4,9.6,4.6
18,017,42587,38859,41701,16.7,10.4,24,19.1,10.8,5.4
18,019,47368,44775,42662,12.5,11.9,19.4,14.8,9.4,4.9
18,021,44666,42233,40860,13.6,11.9,19.9,15.4,10.6,5.6
18,023,48416,47229,44485,12.8,11.9,24.6,19.3,10,5
18,025,37988,39358,37240,17,17.6,21.1,19.2,11.8,7.1
18,027,44592,42318,39276,14.7,14.5,25.5,19.5,6.2,3.6
18,029,56789,55817,55086,10.1,7.5,17.3,13.8,10.5,5.2
18,031,46894,49551,44962,13.6,10.5,20.5,14.1,11.8,4.4
18,033,46722,46781,46561,10.6,8.1,19.6,13.2,11.9,6
18,035,38066,36362,35698,24.2,19.8,20.3,17.6,11.3,5.9
18,037,52871,51885,49399,8.4,6.8,17.7,15.1,7.5,3.6
18,039,47258,42168,47309,17.2,10.8,27.5,18.8,13.5,4.6
18,041,37038,36734,40957,17,12.7,21.2,14.1,14.6,8
18,043,52422,49117,50733,12.4,10.4,16.1,12.2,8.8,4.8
18,045,42817,43947,41768,12.4,11.2,19.4,14.5,11.5,4.8
18,047,51649,48938,49430,12.3,9.7,18.6,15.2,10.7,5.7
18,049,40372,40856,38956,13.8,10.6,21.7,16.5,11.2,5.3
18,051,46872,45383,44010,12.1,9,16.2,13.7,7.8,4.4
18,053,38985,35976,38939,19.8,15.6,20.3,14.3,11.5,7
18,055,41103,41504,36480,14,16.1,19,15.2,9.2,5.6
18,057,81947,82054,76891,4.9,3.9,12.6,11.6,7,3.2
18,059,61052,62195,62442,8.5,5.8,16.2,15.2,9,4.1
18,061,51272,48775,49196,11,8.7,17.2,14.3,9.1,5.3
18,063,67180,66080,62312,6.4,5.6,13.8,15.1,7.9,3.6
18,065,41087,40732,41459,16.2,11.5,19,13.8,13.1,5.8
18,067,45003,41786,44964,16,16.7,18.7,12,12.4,6.5
18,069,45964,46530,45289,11.3,9.2,20,14.7,11.1,5.2
18,071,43980,46562,43050,12.7,10.4,22.3,17.2,9.8,4.4
18,073,55093,55267,50675,9.5,9.3,18.4,16.7,10.1,5.1
18,075,39886,38117,36489,15.6,12.4,21.4,16.2,9.7,4.5
18,077,42707,41654,41618,15.9,14.3,19.6,16.5,10.6,4.8
18,079,43755,41869,42822,14.2,12.2,21.2,13.4,12.2,5.8
18,081,61629,58695,60804,10.5,6.5,17.3,12.9,8.4,3.9
18,083,39523,39123,35722,17.6,19.7,19.7,16.3,7.3,4.8
18,085,50217,47811,48410,13.4,9.1,23.6,18.7,10.1,4.8
18,087,47792,44151,48693,16.1,10.7,37.3,18.1,12.3,5.1
18,089,48723,45252,46389,17.7,16.7,20.8,16.5,11,5.8
18,091,46014,44039,46596,16.2,12,18.7,15.2,11.9,5.7
18,093,40380,41305,38101,15.2,12.1,20.8,15.2,11.8,6.9
18,095,43256,39449,41341,18,13.6,20.4,14.9,11.4,6
18,097,43541,39393,42072,20.8,15.9,24,17.3,9.9,4.9
18,099,50141,43283,50640,12.7,10.4,23.4,18.6,11.5,5.3
18,101,43406,43854,41787,13.2,12.3,18.7,15.1,7,4.9
18,103,39485,40466,43129,17,12.9,20.9,13.7,12.7,6.2
18,105,38137,38348,38508,24.3,24.2,19.1,28.5,7.3,4.3
18,107,47694,41853,45454,15.3,10.3,20.2,14.6,10,4.1
18,109,55427,53738,53515,11.9,9.6,18.7,14.9,9.9,4.5
18,111,50721,48043,48813,11.1,9.2,19.1,18.6,10.6,4.9
18,113,45818,45269,45196,12.6,10.1,23.9,19.3,13.2,6.1
18,115,50966,47937,46416,10,9.5,17.9,15.9,10.4,5.2
18,117,37120,35999,34489,17.5,16.8,21.5,15.4,10.9,7.2
18,119,44285,42658,41414,14.1,11.9,20,17.6,10.8,5.3
18,121,40512,42749,39916,16.6,15.2,23.4,16.4,10.3,5.5
18,123,45108,41446,41426,13,12.3,18.9,13.5,9.7,5.1
18,125,41222,39684,40996,14.7,9.7,17.4,14.2,8.9,4.5
18,127,60889,56648,58176,10.9,9,16.5,17.9,8.8,4.4
18,129,57530,56159,57018,9.8,8.8,14,13.2,7.8,4.3
18,131,44016,41794,41275,14.2,11.7,20.2,17.2,9.1,4.5
18,133,48992,44437,44339,13.9,9.9,19,15.8,10.9,5.3
18,135,40990,40806,38143,16,12.9,19.9,16.3,11.4,6.8
18,137,48093,45951,46275,10.7,9.2,19.4,15.8,10.9,4.8
18,139,46685,45464,44326,13.2,10,20.1,15.6,10.4,4.5
18,141,44644,42316,44053,15.9,12.9,21,19,11.4,5.1
18,143,39588,39134,38422,18.8,14.9,20.2,14.1,12.4,6.4
18,145,52292,46619,50647,12.8,10,19.5,13.7,9.9,4.4
18,147,52105,47726,48529,11.3,9.4,16.9,17.4,8.9,4.9
18,149,37480,38317,40511,18.2,14,21.4,17.1,12.5,6.6
18,151,47479,45431,47351,12.8,10.5,19.9,16.2,12.1,6.3
18,153,44184,42481,39647,14.7,14.5,20.1,16.1,10.6,6
18,155,44503,42268,42316,16.3,14.5,22.3,16.7,8.1,4.1
